S. No.,Lattitude,Longitude,Pothole,Severity,Ranking
103,12.8456 ,77.5539,31,1,65
104,12.9745 ,77.6912,18,2,56
108,12.9900 ,77.6157,26,1,73
131,13.0661 ,77.7419,29,2,78
134,12.9193 ,77.6243,31,4,61
145,12.8484 ,77.6262,22,3,54
161,12.9757 ,77.4995,35,3,60
164,12.9365 ,77.6886,33,4,54
183,13.0611 ,77.5194,27,1,70
196,13.0102 ,77.6714,24,4,53
198,12.9221 ,77.6179,22,4,55
200,12.8454 ,77.5820,31,5,67
214,13.0970 ,77.6537,31,2,68
229,13.0357 ,77.5116,32,1,60
241,12.9748 ,77.5764,26,3,78
246,12.9838 ,77.6957,24,5,62
248,12.9439 ,77.5781,17,1,58
249,13.0058 ,77.5342,27,5,58
268,12.9469 ,77.5114,33,3,59
272,12.9387 ,77.6791,31,4,54
304,13.0836 ,77.6148,16,1,70
311,12.9492 ,77.7057,23,1,66
326,12.9095 ,77.7185,30,4,75
341,13.0337 ,77.6983,26,3,74
342,13.0049 ,77.5620,35,1,72
346,13.0446 ,77.4869,22,1,52
354,12.9907 ,77.6502,22,2,53
357,12.9888 ,77.7072,19,1,65
373,12.9494 ,77.5531,25,4,65
379,12.9194 ,77.5414,22,1,66
382,13.0204 ,77.6822,33,2,54
413,13.0037 ,77.5541,31,3,66
431,13.0560 ,77.5709,20,2,68
439,13.0137 ,77.6612,34,2,58
443,13.0112 ,77.6367,27,3,57
453,12.9318 ,77.6080,22,1,53
481,13.0310 ,77.5968,18,2,73
498,13.0146 ,77.5783,35,5,61
505,13.0634 ,77.6780,32,3,60
509,13.0665 ,77.5991,24,4,60
528,13.0256 ,77.7461,34,1,78
561,12.8539 ,77.5237,15,5,55
587,12.9309 ,77.5782,19,1,53
588,12.9070 ,77.5533,15,3,55
590,13.0309 ,77.5695,19,2,66
600,13.0718 ,77.5785,18,5,78
606,12.8713 ,77.6587,19,1,70
607,12.9439 ,77.6548,18,3,59
639,13.0127 ,77.7320,15,5,66
659,12.9992 ,77.5613,20,3,57
665,13.0758 ,77.6596,30,1,66
666,13.0410 ,77.6895,19,5,69
693,12.9657 ,77.6342,21,2,66
700,12.9747 ,77.6985,26,2,69
723,12.9879 ,77.6982,31,1,70
727,13.0103 ,77.5201,16,3,67
730,12.9385 ,77.5590,18,2,75
731,12.8514 ,77.6410,34,5,66
732,12.9594 ,77.5922,21,3,59
749,12.9579 ,77.7098,16,3,66
752,12.9316 ,77.4902,28,4,63
760,12.9479 ,77.5130,32,5,67
764,12.9426 ,77.5957,16,1,74
780,12.9476 ,77.4922,27,4,53
789,13.0430 ,77.4858,27,3,76
792,12.9952 ,77.6656,25,4,61
804,12.8623 ,77.5085,20,1,52
843,13.0021 ,77.6272,30,5,78
847,13.0699 ,77.7190,33,5,56
848,12.9464 ,77.5812,29,4,68
861,13.0593 ,77.7400,20,1,64
874,13.0026 ,77.5021,28,1,59
906,13.0852 ,77.7055,27,5,57
915,13.0937 ,77.6824,24,4,73
923,12.8890 ,77.6355,26,2,66
943,13.0854 ,77.6808,23,4,59
960,12.8468 ,77.7455,18,4,74
1000,12.9268 ,77.6389,21,2,78
1012,12.9555 ,77.6890,18,3,58
1017,12.8544 ,77.7337,24,2,60
1023,12.9376 ,77.6156,16,3,61
1025,12.9661 ,77.5740,21,5,68
1031,13.0745 ,77.5527,35,3,70
1047,13.0545 ,77.5935,28,4,53
1049,13.0675 ,77.5025,29,3,74
1056,12.8737 ,77.6154,19,2,55
1078,13.0375 ,77.7216,30,2,73
1082,12.8477 ,77.5711,30,4,64
1083,13.0341 ,77.6508,23,5,64
1092,13.0283 ,77.6979,17,1,62
1094,13.0372 ,77.7363,16,5,62
1105,12.8755 ,77.6260,31,2,57
1112,12.8399 ,77.6410,19,2,61
1117,12.8399 ,77.7294,19,4,68
1122,12.9379 ,77.7037,16,5,63
1139,12.9433 ,77.6824,23,3,64
1141,12.8568 ,77.5092,21,5,52
1146,12.9971 ,77.5384,30,1,53
1153,12.9514 ,77.5965,19,1,60
1194,12.8861 ,77.6983,28,5,64
1229,12.9194 ,77.7478,19,2,67
1231,12.8454 ,77.7335,34,3,64
1234,13.0103 ,77.5839,31,5,64
1240,12.8769 ,77.6515,27,5,65
1253,13.0935 ,77.5290,33,1,60
1259,12.9596 ,77.7164,31,2,66
1294,12.8432 ,77.5377,28,4,55
1305,12.8939 ,77.5752,24,1,67
1322,12.8477 ,77.7085,26,4,62
1328,12.9916 ,77.6082,22,3,66
1338,13.0317 ,77.7400,24,3,55
1340,12.8581 ,77.6313,30,4,55
1365,12.8408 ,77.6075,31,2,63
1370,13.0479 ,77.5420,20,3,53
1375,13.0638 ,77.6008,17,4,75
1379,13.0528 ,77.6575,15,4,58
1382,13.0345 ,77.6482,35,1,67
1398,13.0995 ,77.5912,22,2,69
1402,12.9703 ,77.7139,15,2,61
1409,13.0794 ,77.6473,23,1,67
1411,12.9456 ,77.6717,18,5,59
1415,12.9132 ,77.4830,23,2,63
1438,12.8859 ,77.5513,29,5,74
1440,12.9489 ,77.5556,31,2,72
1452,12.8763 ,77.6914,25,5,75
1458,12.8728 ,77.6320,25,5,65
1467,12.9738 ,77.5563,22,5,67
1475,13.0548 ,77.5561,31,5,57
1478,12.9634 ,77.7155,19,5,69
1489,13.0874 ,77.6076,25,5,65
1499,13.0482 ,77.7345,28,5,55
1500,12.9415 ,77.6442,27,3,59
1507,12.9718 ,77.5754,21,1,74
1512,12.9859 ,77.7246,20,5,68
1536,12.9902 ,77.6373,31,3,54
1557,12.8416 ,77.6076,16,2,55
1566,12.8588 ,77.6640,35,4,59
1573,12.8771 ,77.6640,27,1,67
1600,13.0151 ,77.6294,29,3,68
1616,13.0683 ,77.7088,26,3,56
1619,12.8620 ,77.6057,24,3,70
1620,12.8748 ,77.4929,32,2,60
1625,13.0915 ,77.5926,27,3,62
1626,12.8927 ,77.6319,16,5,65
1632,13.0122 ,77.5956,24,4,75
1634,13.0687 ,77.7499,18,3,73
1643,13.0973 ,77.5001,16,4,78
1647,12.9152 ,77.7037,25,2,69
1650,12.8833 ,77.7076,26,2,65
1662,12.9372 ,77.6486,23,1,77
1677,12.9245 ,77.6081,34,2,59
1680,12.8421 ,77.5518,22,5,61
1684,13.0739 ,77.6965,19,4,59
1729,13.0448 ,77.6299,18,3,78
1731,12.9847 ,77.6481,27,3,74
1742,13.0828 ,77.4952,23,2,60
1746,12.9528 ,77.5288,22,2,70
1752,13.0243 ,77.5721,25,1,77
1759,12.9577 ,77.7249,18,3,60
1763,13.0568 ,77.7337,16,4,60
1789,13.0193 ,77.6110,27,5,64
1792,12.9799 ,77.6560,15,5,75
1802,12.9861 ,77.5144,18,5,70
1804,12.9447 ,77.6263,32,3,65
1806,12.9184 ,77.5230,29,4,71
1827,12.8656 ,77.7023,32,1,70
1833,12.8985 ,77.7047,29,3,60
1835,12.9674 ,77.6638,33,3,67
1850,13.0739 ,77.5455,16,2,59
1861,13.0141 ,77.6974,19,5,64
1901,12.8802 ,77.6061,35,4,64
1912,13.0401 ,77.5620,29,5,76
1925,13.0794 ,77.7262,33,2,73
1931,12.8825 ,77.6139,26,4,74
1969,12.9079 ,77.6406,25,3,78
1970,12.9426 ,77.6113,35,2,52
1984,12.8617 ,77.6943,32,2,69
1987,12.9095 ,77.5905,29,1,64
1995,13.0726 ,77.5968,22,1,61
2002,13.0094 ,77.7071,31,3,75
2003,12.9298 ,77.7058,32,3,57
2011,12.9581 ,77.5233,21,3,52
2013,12.8752 ,77.7350,16,5,78
2016,12.9968 ,77.6515,28,1,70
2018,12.9285 ,77.6929,20,3,68
2019,12.8643 ,77.5038,33,1,59
2028,13.0420 ,77.7346,15,3,76
2035,13.0641 ,77.6329,18,4,53
2038,13.0009 ,77.6044,30,2,52
2047,13.0296 ,77.5768,27,3,78
2054,13.0281 ,77.4861,15,2,55
2080,13.0914 ,77.5995,34,5,68
2082,12.9456 ,77.5677,16,2,72
2090,13.0455 ,77.5397,35,5,57
2101,13.0523 ,77.5244,17,5,65
2127,12.9475 ,77.6022,28,4,55
2140,12.9040 ,77.6487,21,2,53
2183,12.9006 ,77.5841,28,3,72
2187,12.9459 ,77.6991,22,4,74
2204,12.9058 ,77.5559,25,3,56
2215,12.9915 ,77.5737,19,1,77
2238,12.9756 ,77.6132,35,3,55
2247,12.9556 ,77.5846,24,3,70
2260,12.8657 ,77.6215,19,1,67
2270,12.8448 ,77.7379,16,3,75
2278,12.8728 ,77.5389,26,1,55
2283,12.8782 ,77.7204,17,1,56
2286,12.8501 ,77.5486,22,5,76
2292,12.9178 ,77.5826,33,2,58
2304,13.0354 ,77.6228,21,1,78
2317,12.8654 ,77.7333,27,5,62
2319,13.0834 ,77.7246,35,5,59
2324,13.0175 ,77.4985,28,4,72
2329,12.8548 ,77.5193,29,3,67
2330,12.9941 ,77.5030,15,5,75
2337,12.9302 ,77.5187,18,5,58
2346,12.9248 ,77.5585,19,2,64
2347,12.8807 ,77.4934,35,3,53
2355,12.8661 ,77.6788,32,1,64
2392,12.8821 ,77.5658,22,3,70
2393,12.8960 ,77.6262,18,4,56
2401,12.9752 ,77.4859,33,5,68
2410,13.0730 ,77.7296,28,3,78
2413,12.9755 ,77.4888,35,3,75
2414,12.8858 ,77.6070,21,3,55
2423,13.0252 ,77.6697,23,2,59
2444,13.0261 ,77.6264,30,5,58
2465,13.0497 ,77.7122,15,1,59
2477,12.9968 ,77.6881,33,5,73
2479,13.0381 ,77.6156,19,1,76
2480,12.8512 ,77.7448,31,2,62
2492,12.8640 ,77.5491,33,2,67
2508,12.9505 ,77.7070,22,1,61
2511,13.0212 ,77.6040,26,5,78
2530,12.9469 ,77.5345,27,3,61
2536,13.0383 ,77.7077,15,3,63
2538,13.0632 ,77.6152,32,2,59
2540,13.0643 ,77.7021,28,1,76
2550,12.8805 ,77.6689,17,2,68
2553,13.0663 ,77.6762,24,5,54
2570,12.9030 ,77.5905,26,4,63
2572,13.0166 ,77.6069,24,3,71
2590,12.8537 ,77.5158,32,3,60
2606,13.0132 ,77.5069,15,4,52
2615,13.0784 ,77.6083,25,2,60
2620,12.9396 ,77.6327,22,4,57
2622,12.8521 ,77.6640,31,1,76
2655,12.9463 ,77.6467,35,1,78
2656,12.8566 ,77.6949,15,5,59
2669,13.0216 ,77.4903,16,2,73
2683,12.8748 ,77.6102,25,1,59
2684,13.0082 ,77.5225,21,2,55
2690,13.0306 ,77.5265,22,4,78
2694,12.8532 ,77.7373,22,5,68
2719,12.9536 ,77.7270,15,2,60
2744,12.9635 ,77.6617,34,1,78
2789,13.0780 ,77.4885,18,2,67
2793,12.8773 ,77.4878,27,4,63
2801,12.9757 ,77.6184,34,2,59
2811,13.0945 ,77.5534,35,1,78
2812,12.8887 ,77.5208,32,1,55
2816,13.0531 ,77.5804,24,3,52
2825,12.8506 ,77.6030,21,5,55
2844,13.0947 ,77.4913,31,2,60
2849,12.9387 ,77.6133,30,5,59
2882,12.9697 ,77.6440,30,5,67
2888,12.9640 ,77.5637,34,1,55
2889,12.8537 ,77.6081,22,1,78
2891,12.9997 ,77.7131,18,3,75
2896,13.0509 ,77.6565,18,4,71
2898,12.9733 ,77.6194,34,2,76
2914,12.9108 ,77.6809,18,5,74
2931,13.0352 ,77.5922,18,3,61
2944,12.9435 ,77.6315,25,1,64
2971,12.9214 ,77.5541,28,4,74
2972,12.8929 ,77.6922,29,4,53
2978,13.0903 ,77.6313,32,4,64
2983,12.9934 ,77.5488,33,4,74
3002,12.9235 ,77.4916,22,3,58
3006,13.0545 ,77.5333,27,3,69
3027,13.0334 ,77.5662,35,4,65
3030,13.0111 ,77.4928,18,2,56
3038,13.0687 ,77.5112,16,2,52
3039,12.9906 ,77.4927,23,5,53
3045,13.0907 ,77.5088,20,4,68
3060,12.9722 ,77.5243,16,3,78
3074,13.0160 ,77.6466,22,3,75
3088,12.8904 ,77.5979,17,3,77
3092,12.9976 ,77.7290,27,4,71
3107,12.9301 ,77.5263,33,4,75
3108,13.0794 ,77.7359,35,2,57
3113,12.9202 ,77.5687,16,1,54
3121,12.8569 ,77.6359,27,5,53
3129,12.8640 ,77.6894,17,4,69
3130,12.8877 ,77.5190,17,4,58
3149,12.9446 ,77.5975,15,5,62
3172,12.9975 ,77.6765,27,1,58
3201,12.8936 ,77.6584,19,5,65
3206,13.0033 ,77.7333,15,4,69
3207,12.9410 ,77.5412,33,1,64
3219,13.0972 ,77.5248,31,4,61
3242,13.0485 ,77.5449,19,2,72
3247,13.0772 ,77.6746,28,1,67
3251,12.9068 ,77.6300,31,2,76
3266,13.0898 ,77.7230,27,5,77
3279,12.9789 ,77.6791,17,2,55
3283,13.0253 ,77.5936,18,4,57
3314,12.8408 ,77.5918,30,3,62
3324,12.9778 ,77.5944,20,3,71
3358,12.8812 ,77.6186,28,4,66
3363,13.0202 ,77.5318,32,3,57
3370,12.9011 ,77.7169,27,4,78
3372,13.0296 ,77.7410,26,5,54
3377,13.0208 ,77.6435,32,4,54
3388,12.9366 ,77.7408,21,2,69
3389,12.8750 ,77.6764,27,2,58
3399,13.0748 ,77.6949,20,5,62
3407,12.9277 ,77.5961,20,2,60
3409,12.9455 ,77.4996,32,4,73
3412,12.8705 ,77.6209,19,5,59
3415,12.8814 ,77.6152,30,2,65
3419,13.0410 ,77.6730,19,1,57
3423,12.8623 ,77.6726,17,2,53
3428,12.8406 ,77.5527,34,4,58
3430,13.0841 ,77.5902,20,1,72
3431,12.8648 ,77.5088,18,4,75
3446,12.9923 ,77.6345,15,2,63
3456,13.0996 ,77.5380,35,5,72
3459,12.8774 ,77.6190,16,2,60
3463,12.9430 ,77.6631,27,4,74
3464,13.0737 ,77.7455,20,3,75
3468,12.9835 ,77.7250,31,3,53
3478,12.9899 ,77.5411,21,1,54
3487,13.0321 ,77.5182,24,1,67
3516,13.0721 ,77.6674,33,4,75
3522,13.0658 ,77.7273,23,4,64
3551,13.0899 ,77.5854,25,5,76
3561,12.8799 ,77.6175,28,4,78
3568,13.0680 ,77.6008,29,5,67
3573,13.0427 ,77.6339,19,4,58
3582,13.0739 ,77.6923,26,2,71
3588,13.0467 ,77.5440,24,5,64
3593,12.8534 ,77.6908,35,4,60
3602,13.0830 ,77.6326,21,2,60
3617,12.9573 ,77.5812,33,1,61
3622,13.0044 ,77.6938,29,3,69
3628,12.9721 ,77.5763,30,1,65
3630,12.9224 ,77.5874,31,1,78
3637,13.0426 ,77.6003,22,4,58
3680,12.9934 ,77.5865,24,5,68
3706,13.0166 ,77.5129,34,4,71
3729,13.0637 ,77.6511,21,2,59
3744,13.0761 ,77.7016,33,3,66
3765,12.9063 ,77.5698,15,2,61
3769,12.9599 ,77.6036,28,3,71
3782,12.9091 ,77.5597,29,2,78
3797,12.9566 ,77.7194,30,3,74
3825,13.0786 ,77.5559,19,4,57
3839,12.8777 ,77.4846,28,1,70
3841,12.9288 ,77.7431,26,2,58
3853,12.9142 ,77.6132,30,4,54
3865,12.9678 ,77.6102,24,3,76
3866,13.0483 ,77.5904,23,3,73
3867,13.0807 ,77.5848,22,5,73
3870,12.8831 ,77.7005,24,1,71
3889,12.9696 ,77.7416,32,1,70
3914,13.0166 ,77.6239,31,4,70
3924,12.9597 ,77.6766,17,3,76
3939,12.8435 ,77.5282,27,4,72
3943,12.9717 ,77.7315,22,5,61
3946,13.0160 ,77.7017,25,2,58
3979,13.0614 ,77.5169,26,1,56
4020,12.8422 ,77.6281,24,1,66
4028,12.9067 ,77.5020,26,5,56
4032,13.0758 ,77.5661,16,5,74
4034,12.9792 ,77.6153,18,3,57
4043,13.0718 ,77.5734,20,1,68
4046,12.8894 ,77.5602,33,3,53
4063,12.9912 ,77.4849,24,1,64
4067,12.8494 ,77.6139,27,4,68
4076,12.8950 ,77.5082,16,5,74
4077,12.9697 ,77.7355,35,2,63
4081,12.9552 ,77.7083,34,4,68
4088,12.9022 ,77.6285,16,3,60
4091,12.8924 ,77.4970,25,3,65
4113,13.0037 ,77.7453,19,1,62
4127,12.9479 ,77.5141,22,1,63
4166,13.0987 ,77.6694,29,5,58
4174,12.9428 ,77.6570,16,3,70
4177,12.8406 ,77.5312,23,4,64
4179,12.8492 ,77.6803,32,4,52
4180,13.0392 ,77.4856,23,5,74
4182,13.0844 ,77.5194,16,1,55
4189,12.9042 ,77.7102,18,2,77
4203,12.8921 ,77.6408,30,4,60
4207,13.0057 ,77.6300,24,5,59
4236,12.8614 ,77.4938,29,4,54
4238,12.9968 ,77.5278,35,3,54
4249,12.9392 ,77.7193,27,5,59
4262,12.8550 ,77.5548,19,4,52
4264,13.0702 ,77.7175,25,3,52
4281,12.9021 ,77.5483,21,4,69
4283,13.0887 ,77.5953,27,3,72
4285,12.9034 ,77.5492,35,2,55
4323,13.0206 ,77.6523,33,2,71
4324,12.8962 ,77.7273,17,3,52
4331,13.0887 ,77.6890,27,5,73
4365,13.0316 ,77.6793,24,1,73
4380,12.8958 ,77.7038,34,5,70
4403,12.9209 ,77.7227,34,5,56
4407,12.8703 ,77.7277,30,2,52
4413,12.9718 ,77.6195,17,2,60
4427,13.0089 ,77.5410,25,1,72
4435,13.0230 ,77.5186,34,2,57
4439,13.0861 ,77.4992,21,1,68
4440,13.0644 ,77.6238,18,1,53
4442,12.9096 ,77.6557,24,4,72
4459,13.0933 ,77.5722,32,2,65
4477,13.0247 ,77.5943,23,1,77
4481,12.9441 ,77.5079,17,3,59
4484,12.9094 ,77.7341,22,1,64
4497,13.0775 ,77.6008,27,4,65
4507,13.0268 ,77.5389,28,3,71
4513,12.8928 ,77.5130,23,4,64
4521,12.9095 ,77.6443,32,1,52
4523,12.9494 ,77.7352,27,5,55
4526,12.9148 ,77.5847,17,5,78
4529,12.9252 ,77.5362,31,2,63
4539,12.8908 ,77.5374,30,3,73
4543,13.0112 ,77.5833,16,3,55
4562,12.9725 ,77.6018,25,3,57
4577,12.9424 ,77.7059,28,5,71
4582,12.8676 ,77.5581,32,2,58
4587,12.9245 ,77.6658,21,3,72
4590,13.0635 ,77.6072,34,2,65
4591,12.8857 ,77.4857,32,4,57
4594,12.8896 ,77.5995,27,4,67
4596,13.0428 ,77.7399,35,3,62
4600,12.9757 ,77.7213,15,1,75
4603,12.8865 ,77.5248,31,5,76
4604,12.8684 ,77.5650,35,1,54
4605,12.8614 ,77.4864,16,2,65
4616,13.0754 ,77.7396,27,5,62
4625,13.0575 ,77.7440,20,1,68
4632,12.8890 ,77.6629,20,3,67
4634,13.0736 ,77.7311,33,4,76
4638,12.9066 ,77.7447,26,3,75
4646,12.8563 ,77.6774,17,1,55
4683,13.0798 ,77.5953,31,5,72
4708,12.9076 ,77.6430,23,1,64
4717,12.8875 ,77.6113,22,5,64
4718,13.0968 ,77.5476,19,3,76
4731,12.9386 ,77.6065,22,4,66
4739,13.0110 ,77.6055,22,1,60
4744,13.0276 ,77.5480,29,3,74
4770,12.8709 ,77.5918,29,1,60
4788,12.8551 ,77.7425,18,3,59
4798,13.0535 ,77.6571,26,1,62
4810,13.0264 ,77.6917,24,1,66
4815,13.0312 ,77.6037,18,1,75
4816,13.0902 ,77.7318,20,2,59
4821,12.9846 ,77.6171,21,5,66
4823,13.0000 ,77.5860,16,3,76
4828,13.0731 ,77.6537,19,2,73
4842,12.8579 ,77.6695,20,3,53
4844,13.0004 ,77.6465,30,2,76
4846,12.9765 ,77.7342,23,3,76
4849,12.8767 ,77.5018,31,2,60
4853,13.0283 ,77.4955,26,4,78
4866,12.9376 ,77.6219,25,3,71
4872,12.9261 ,77.5254,32,3,75
4873,12.9880 ,77.5206,16,3,57
4874,12.8996 ,77.5718,25,1,75
4879,12.9864 ,77.5328,23,1,62
4897,12.8920 ,77.6446,23,5,64
4916,13.0542 ,77.6177,28,1,69
4923,12.9457 ,77.6006,29,1,69
4925,12.9293 ,77.6371,30,4,64
4929,12.9327 ,77.7341,35,4,71
4930,13.0719 ,77.5661,28,3,52
4947,12.8544 ,77.6020,29,1,75
4963,12.8842 ,77.6390,35,3,54
4965,12.9430 ,77.6357,33,5,78
4982,12.9763 ,77.5827,20,3,53
4992,13.0264 ,77.6852,15,4,57
4998,12.9532 ,77.6343,34,1,63
5001,12.9309 ,77.6343,27,3,69
5031,13.0773 ,77.7366,17,4,77
5059,12.8523 ,77.6171,21,3,76
5061,12.8664 ,77.5021,29,2,72
5068,12.8987 ,77.5041,27,3,73
5084,12.8756 ,77.7157,33,5,63
5107,12.9847 ,77.7299,35,5,54
5113,13.0680 ,77.5687,35,4,55
5123,13.0713 ,77.6431,15,1,60
5126,12.8733 ,77.5250,33,4,53
5132,13.0541 ,77.7053,31,5,55
5145,12.9534 ,77.5839,20,1,75
5156,13.0959 ,77.5899,29,4,72
5170,12.8632 ,77.6421,23,2,76
5176,12.9691 ,77.7467,31,2,74
5177,12.9766 ,77.5341,33,2,75
5182,12.9508 ,77.6903,23,5,63
5185,12.8637 ,77.5200,23,5,61
5190,12.9354 ,77.5113,31,2,55
5207,12.9413 ,77.5453,15,2,78
5209,12.8855 ,77.7165,32,3,68
5214,13.0651 ,77.5220,24,2,76
5222,12.9937 ,77.5059,26,2,67
5227,12.8657 ,77.7345,16,1,65
5230,12.8973 ,77.7269,23,3,62
5261,12.9954 ,77.5470,18,4,58
5273,13.0563 ,77.7393,29,5,72
5274,12.9483 ,77.5200,17,4,60
5275,13.0157 ,77.7175,16,4,53
5285,12.8794 ,77.5974,20,1,59
5302,13.0288 ,77.6905,25,5,66
5303,12.8418 ,77.6551,31,4,75
5335,12.9529 ,77.5537,19,1,69
5336,13.0736 ,77.5941,26,4,60
5346,13.0332 ,77.5280,34,1,74
5365,12.9157 ,77.6674,20,5,77
5374,13.0070 ,77.6290,28,2,78
5380,13.0516 ,77.5632,32,3,69
5389,12.9552 ,77.5967,33,1,75
5396,12.9223 ,77.4871,33,3,69
5419,12.8415 ,77.5202,28,4,57
5426,12.9238 ,77.4960,16,5,73
5437,13.0928 ,77.7363,25,5,55
5444,12.8845 ,77.4882,30,5,67
5458,13.0722 ,77.6689,35,3,56
5461,12.9762 ,77.5710,15,2,63
5478,13.0449 ,77.7051,15,2,78
5508,12.9473 ,77.6969,26,4,66
5527,12.8842 ,77.5800,21,4,72
5528,13.0037 ,77.5121,28,3,71
5531,12.9428 ,77.6812,30,1,72
5539,12.8465 ,77.6273,19,2,68
5543,12.9394 ,77.7082,23,1,56
5558,12.8834 ,77.6618,17,1,63
5560,12.9097 ,77.6963,28,4,59
5563,12.9770 ,77.6713,18,1,76
5570,13.0430 ,77.5167,23,5,71
5584,12.8417 ,77.5098,15,3,62
5592,12.8699 ,77.5216,18,1,69
5595,12.9128 ,77.6412,15,4,57
5623,13.0031 ,77.5648,29,1,54
5630,13.0422 ,77.6735,35,2,61
5637,12.9890 ,77.5884,25,2,53
5640,12.8965 ,77.5210,17,3,62
5648,13.0288 ,77.6233,24,1,68
5649,13.0138 ,77.6060,19,4,62
5659,12.8658 ,77.7395,18,4,55
5665,12.9675 ,77.7123,23,5,72
5675,12.9605 ,77.5272,33,1,59
5676,12.9916 ,77.5227,34,1,62
5691,12.8440 ,77.7053,31,4,77
5702,13.0114 ,77.7323,24,1,73
5716,13.0679 ,77.5139,17,5,78
5726,12.9418 ,77.7250,21,2,63
5736,12.8454 ,77.7205,21,2,69
5740,13.0653 ,77.6019,34,4,65
5750,12.8554 ,77.5809,30,4,52
5766,12.9387 ,77.4991,25,2,59
5780,12.9788 ,77.7299,35,1,58
5784,12.9914 ,77.6842,15,1,64
5785,12.9563 ,77.6826,17,1,68
5787,12.9895 ,77.6243,28,1,65
5789,12.8510 ,77.6478,26,2,69
5798,13.0225 ,77.7486,35,2,54
5802,12.9950 ,77.5452,23,1,63
5807,13.0182 ,77.6638,30,5,71
5820,13.0955 ,77.7211,21,3,67
5823,13.0471 ,77.6065,25,4,65
5826,13.0173 ,77.5753,31,5,58
5829,12.9192 ,77.7305,15,1,65
5859,13.1000 ,77.5966,23,4,68
5880,13.0959 ,77.6102,16,5,65
5897,12.9653 ,77.7320,34,3,65
5899,12.8462 ,77.7479,22,1,65
5932,12.8678 ,77.4921,17,4,72
5938,12.8777 ,77.7088,30,4,66
5942,13.0353 ,77.5653,25,2,57
5946,13.0030 ,77.7150,29,1,78
5948,12.8400 ,77.5645,16,3,74
5958,12.8545 ,77.6990,32,2,64
5959,12.8435 ,77.7259,21,5,69
5974,13.0837 ,77.5543,19,5,73
5992,12.8706 ,77.4910,30,3,60
6002,12.8995 ,77.6015,27,5,61
6019,13.0560 ,77.6494,18,1,58
6029,12.8535 ,77.6167,23,3,57
6068,12.8881 ,77.5630,33,5,56
6069,12.8595 ,77.5984,22,1,77
6083,12.8846 ,77.7100,16,5,57
6084,13.0369 ,77.6832,20,1,68
6097,13.0011 ,77.6450,31,1,77
6113,12.8404 ,77.5886,29,2,77
6126,12.8882 ,77.7312,26,1,71
6134,12.8518 ,77.6106,26,3,70
6135,13.0781 ,77.5519,34,4,65
6149,12.9391 ,77.7279,32,2,65
6151,12.8445 ,77.6631,18,1,68
6161,12.9430 ,77.5575,28,3,72
6164,12.8460 ,77.7139,16,2,72
6176,12.9380 ,77.7069,25,4,53
6182,12.8819 ,77.7212,15,5,77
6184,13.0164 ,77.5703,16,3,75
6188,12.9312 ,77.6088,23,4,61
6198,13.0634 ,77.5592,26,5,60
6202,12.9328 ,77.4934,21,3,64
6221,12.9717 ,77.7491,15,5,74
6222,13.0448 ,77.6810,20,5,70
6229,12.9085 ,77.5033,15,4,63
6255,12.9264 ,77.5912,29,1,56
6265,12.9832 ,77.5878,16,4,54
6282,12.9103 ,77.7141,35,5,59
6305,12.9209 ,77.7058,34,4,56
6351,13.0466 ,77.7184,21,2,76
6356,13.0082 ,77.5295,17,2,76
6373,12.9598 ,77.5779,35,2,57
6387,13.0851 ,77.7432,29,5,74
6395,12.9047 ,77.5317,34,5,72
6402,12.8858 ,77.6101,24,3,56
6405,12.9243 ,77.6609,28,2,76
6414,12.8917 ,77.5742,27,4,55
6417,13.0068 ,77.5086,20,3,54
6445,12.8570 ,77.6554,22,1,69
6459,13.0827 ,77.6898,16,1,61
6467,12.8536 ,77.4952,27,4,56
6474,12.9002 ,77.6499,29,4,76
6479,12.9707 ,77.7201,28,4,78
6480,12.9596 ,77.5815,33,1,52
6485,13.0696 ,77.5537,28,1,65
6491,13.0190 ,77.5511,15,4,59
6504,12.8829 ,77.6123,24,5,73
6505,12.9319 ,77.6652,33,2,63
6510,12.9649 ,77.5227,19,2,63
6512,12.9222 ,77.6954,21,1,59
6515,13.0040 ,77.6646,15,4,71
6521,13.0200 ,77.6979,22,4,52
6531,12.9219 ,77.5331,27,5,75
6532,13.0156 ,77.6389,23,4,53
6542,13.0532 ,77.4991,23,1,69
6553,12.8488 ,77.4875,23,1,53
6569,12.8724 ,77.5744,23,2,61
6575,13.0179 ,77.4995,29,2,71
6598,13.0230 ,77.5315,18,5,63
6613,12.9446 ,77.6984,18,5,59
6631,12.8484 ,77.5142,33,2,71
6651,12.9989 ,77.7026,21,3,72
6671,12.9788 ,77.5934,22,1,75
6677,13.0297 ,77.6367,25,1,53
6696,12.9689 ,77.7292,22,5,69
6697,13.0543 ,77.6548,20,4,57
6702,13.0360 ,77.4831,24,1,63
6708,13.0542 ,77.7425,21,1,62
6715,13.0244 ,77.7417,22,5,71
6731,13.0490 ,77.7450,34,1,60
6743,12.8517 ,77.4941,15,1,52
6745,13.0080 ,77.7482,35,3,70
6752,13.0020 ,77.6458,30,4,69
6757,13.0007 ,77.5535,17,5,62
6761,12.9863 ,77.7268,24,3,62
6785,13.0676 ,77.5384,20,3,57
6796,12.9364 ,77.5281,31,3,76
6810,12.9029 ,77.6248,35,1,68
6812,12.8962 ,77.5846,16,5,65
